1024 20000
587	607
639	594
575	548
564	658
771	576
519	928
639	643
805	787
798	576
579	799
600	513
512	559
813	552
583	520
788	545
777	617
921	519
639	986
511	832
653	563
512	591
665	706
517	787
609	584
512	802
756	563
551	668
567	545
722	561
576	768
639	767
687	575
521	515
809	644
512	774
584	539
514	543
559	899
639	521
782	547
640	523
515	1011
539	901
569	592
531	575
838	817
555	903
523	748
904	607
738	537
531	858
573	601
547	518
812	767
586	531
607	561
650	640
639	620
929	514
588	551
713	834
557	783
720	610
727	629
722	647
908	701
577	773
649	513
781	596
715	916
799	642
820	834
708	513
562	905
769	513
641	595
688	775
523	688
770	981
784	772
783	991
523	909
838	895
831	519
514	832
984	512
567	768
564	767
935	533
916	867
640	514
641	511
576	656
588	671
525	512
520	690
661	988
517	522
515	617
672	706
785	632
974	767
655	771
515	787
769	543
616	589
520	777
539	703
678	548
912	783
959	526
902	592
642	851
589	717
922	960
579	799
514	767
582	800
592	1007
543	580
543	551
805	723
653	802
512	641
548	564
631	796
840	1008
627	970
531	835
996	653
772	618
675	575
800	807
643	543
709	535
609	546
528	517
564	562
519	789
642	563
725	709
949	669
543	841
960	756
512	678
723	537
704	528
901	576
639	604
619	553
577	528
533	521
608	774
880	576
640	511
615	809
536	511
905	520
519	618
564	571
544	899
702	588
984	800
943	736
580	598
642	578
844	512
703	687
533	524
584	687
649	572
848	770
634	660
774	581
546	515
515	783
561	523
899	582
784	511
907	594
543	512
792	807
524	770
807	675
516	946
799	855
672	512
719	535
511	639
677	769
608	575
831	936
826	896
683	549
682	823
880	643
777	591
851	754
651	585
820	929
578	714
644	643
535	519
709	536
793	784
557	703
544	959
536	668
962	582
547	575
631	534
592	779
517	591
520	776
768	516
563	588
680	575
653	576
673	705
524	607
769	521
642	628
521	560
609	523
529	647
546	971
516	960
789	849
579	904
828	705
1017	962
579	552
871	678
529	641
518	533
753	900
584	767
516	533
906	920
639	578
751	790
513	512
525	791
512	695
743	707
865	513
757	627
781	549
573	873
747	767
517	608
523	545
827	658
974	770
546	711
820	816
642	793
729	609
673	656
532	580
532	581
896	511
531	769
657	544
548	556
544	657
832	831
513	882
520	772
515	768
663	549
881	651
672	744
643	576
561	674
522	527
535	819
540	533
960	655
655	672
655	642
890	824
801	660
512	775
545	528
927	641
676	543
849	920
591	935
658	519
781	515
663	644
971	772
616	514
865	536
511	800
646	1015
693	928
800	512
539	808
648	596
532	793
768	520
517	770
612	539
1016	996
936	772
651	919
619	708
775	513
915	807
512	738
841	773
939	512
695	768
719	791
544	608
993	946
656	792
547	813
517	515
927	881
884	775
511	785
562	792
864	523
648	655
575	890
559	540
908	720
580	772
807	645
713	871
613	600
512	577
543	705
524	921
795	833
545	511
722	943
560	559
567	548
836	587
532	904
908	522
779	519
515	831
768	511
549	919
783	543
513	639
511	516
916	916
931	608
654	648
540	794
771	515
592	536
974	671
617	593
722	578
661	511
543	988
890	642
682	519
727	602
639	516
647	900
552	801
512	522
807	531
515	781
780	513
685	511
548	639
514	548
570	524
768	723
540	710
719	719
871	715
784	799
521	511
640	679
796	604
598	523
724	577
659	930
819	580
635	512
574	900
887	769
536	835
575	512
703	786
773	641
933	607
647	552
743	517
790	783
511	671
991	512
674	592
779	578
998	907
897	577
647	577
751	547
657	725
857	800
587	707
512	620
680	801
976	899
964	623
779	805
561	595
537	623
608	760
557	808
772	616
533	648
538	643
805	650
596	721
768	786
523	968
580	664
513	795
520	512
551	983
851	649
521	516
971	515
657	948
512	515
896	641
768	783
659	775
528	624
646	617
684	676
531	690
781	767
869	515
882	670
781	859
662	610
516	935
639	611
901	792
528	513
740	564
552	657
528	612
520	536
522	553
737	843
886	746
621	656
740	640
836	807
968	559
580	895
805	673
806	520
771	767
884	639
777	805
576	659
643	735
594	895
847	529
830	703
752	608
633	520
895	544
567	549
959	767
910	719
524	775
543	518
556	607
518	722
544	671
645	515
778	945
695	647
551	800
989	813
548	546
543	831
775	640
515	512
972	538
604	848
772	679
820	713
579	624
556	871
823	964
577	711
842	951
693	511
515	594
840	520
595	708
903	575
902	852
771	578
536	799
560	615
513	648
513	755
964	655
896	537
736	847
873	871
570	707
529	720
616	849
569	522
521	511
642	897
540	793
528	927
916	929
593	512
616	784
784	549
580	965
849	808
766	672
519	992
535	536
528	854
517	851
615	898
543	804
526	774
624	528
656	513
904	528
671	784
897	517
694	546
672	612
553	551
644	791
512	704
749	964
515	754
836	646
633	584
563	520
719	723
770	801
969	584
659	579
610	600
855	595
716	714
580	715
768	519
649	514
528	513
875	551
579	526
767	793
545	801
835	523
532	514
654	656
711	719
548	892
831	512
655	899
707	662
675	809
855	511
841	512
594	831
647	848
663	834
641	811
563	928
575	639
991	683
527	542
529	658
673	512
707	565
777	897
630	518
777	623
511	617
851	939
877	767
571	580
794	951
768	783
657	517
779	577
576	709
767	665
803	530
559	660
534	559
663	836
895	576
838	784
575	859
906	767
645	853
713	515
831	517
513	551
536	737
533	807
815	531
657	640
785	672
767	786
514	611
833	516
523	659
771	907
538	629
523	547
551	528
530	609
587	772
797	549
780	927
544	546
675	708
732	720
740	824
524	732
576	767
518	800
799	660
544	576
588	512
619	788
629	784
511	596
639	656
522	622
911	903
535	554
800	679
876	644
655	753
582	788
802	656
896	903
864	511
641	511
560	737
534	547
698	724
1008	551
543	808
529	519
527	784
511	525
556	561
568	611
856	579
521	513
1010	580
767	640
559	796
879	525
641	871
792	532
824	538
588	535
515	519
916	738
511	639
835	519
524	511
960	639
787	725
537	600
546	613
657	552
620	806
518	555
520	771
575	531
522	544
544	577
852	640
548	835
913	768
611	590
534	908
520	730
672	523
625	767
744	675
515	544
512	517
648	728
516	640
520	516
682	839
516	533
641	831
800	579
712	513
513	533
529	1005
589	832
684	704
902	659
820	588
561	863
863	544
583	576
647	517
720	520
543	818
808	514
511	515
819	528
563	725
809	904
598	769
592	512
801	567
738	1000
579	592
715	530
608	654
634	651
780	764
562	832
785	547
768	540
767	577
851	531
1016	793
840	522
647	538
805	711
737	780
607	895
595	513
737	527
917	605
522	569
578	771
805	656
516	639
787	623
799	534
768	767
532	536
593	529
513	544
513	519
576	965
857	521
824	663
597	531
871	583
726	775
566	521
674	545
656	531
951	787
914	520
903	517
724	642
543	515
864	871
599	528
591	764
545	668
911	523
552	626
959	646
976	963
903	878
791	620
769	588
543	532
601	997
772	700
866	687
512	575
639	897
609	832
656	672
609	599
706	591
560	551
511	645
808	583
773	674
569	512
641	548
515	579
515	640
911	846
649	529
848	517
534	768
577	512
549	576
511	512
832	537
521	523
927	546
545	836
825	705
929	516
523	895
514	636
678	520
523	768
719	849
584	513
646	649
563	731
784	537
695	592
769	926
964	529
730	875
514	534
767	586
543	516
543	863
641	582
515	593
661	611
644	797
997	959
528	895
583	644
529	603
515	703
975	533
1014	671
608	576
781	662
774	784
676	543
832	548
642	660
657	789
785	585
511	798
668	515
791	694
992	708
522	520
647	867
643	932
512	519
578	648
575	747
628	591
833	527
803	608
647	515
641	534
513	738
672	771
693	579
643	667
824	703
701	793
550	511
767	515
553	587
511	823
895	624
943	768
726	536
671	645
514	512
561	533
780	908
642	515
640	543
715	529
711	829
803	880
675	516
563	512
735	783
596	527
882	670
513	776
877	562
973	644
579	787
654	712
673	528
879	819
517	772
867	831
795	922
660	871
545	582
671	681
831	516
567	991
807	895
639	805
896	559
640	660
969	887
575	800
710	533
640	767
563	896
896	880
535	711
513	678
552	801
651	672
769	545
664	694
652	835
847	511
877	769
877	933
680	963
896	526
773	756
552	653
584	606
556	659
903	783
527	543
546	651
956	812
561	561
584	575
612	516
722	515
794	969
813	816
882	779
720	511
558	639
945	833
587	516
511	710
532	514
652	771
588	668
848	787
535	768
535	520
851	535
975	664
530	593
512	551
672	886
902	930
625	784
837	578
875	526
534	582
665	776
713	805
536	526
519	515
687	594
799	640
521	561
512	897
917	908
569	546
530	948
541	679
527	545
515	684
715	774
785	545
794	1001
594	640
641	756
973	520
687	728
767	515
641	595
520	540
823	515
555	774
592	515
520	963
593	813
907	861
519	520
511	687
906	519
516	591
924	783
703	817
580	736
511	529
531	512
922	607
655	525
832	514
844	639
551	528
564	515
868	531
853	741
569	788
785	516
863	548
578	530
919	819
935	680
610	654
532	785
770	960
751	806
639	953
548	639
708	981
901	543
832	516
512	632
656	856
807	594
569	552
688	671
688	618
983	572
904	607
880	896
661	781
624	581
