1024 256
72	592
50	121
642	107
146	134
0	144
206	130
8	160
991	904
260	333
137	804
276	4
58	64
32	285
784	117
22	248
137	136
834	99
624	395
33	474
0	222
172	92
69	18
44	370
32	568
312	302
4	144
1	144
48	425
51	361
101	32
6	435
640	728
172	513
132	266
90	0
12	512
2	128
96	6
403	834
72	424
320	21
72	4
50	784
784	193
609	264
80	548
512	194
0	490
312	401
144	516
344	64
576	437
194	98
201	512
12	573
656	306
740	688
160	776
386	88
26	2
169	271
36	66
832	702
660	64
417	172
480	295
769	133
930	736
644	832
590	588
580	393
24	40
297	301
65	225
76	513
8	669
202	324
449	768
400	4
392	136
512	2
160	600
604	4
451	121
60	65
268	72
868	512
770	160
682	771
648	385
1	125
105	19
966	64
12	640
132	108
130	80
128	332
288	16
1	9
267	17
424	96
1	708
0	584
265	26
743	516
56	806
26	595
60	81
48	512
660	20
25	560
0	129
262	840
616	520
316	162
848	800
258	966
693	452
372	520
760	128
32	224
1	832
230	132
841	573
9	320
9	140
64	28
283	79
345	994
21	520
904	642
130	33
132	304
298	17
402	768
576	452
0	67
28	94
824	33
26	319
514	78
171	280
328	568
198	72
550	225
2	332
141	655
456	193
843	412
448	552
37	219
914	595
651	0
6	9
328	39
527	262
424	857
769	528
38	716
8	70
512	196
641	234
208	2
451	723
240	795
321	308
660	640
513	416
794	603
194	41
259	166
588	468
876	771
580	770
266	150
43	344
46	497
843	58
186	513
2	400
257	80
261	516
72	8
21	722
435	770
52	6
376	836
827	0
288	363
0	268
645	227
8	449
38	389
390	752
519	768
270	8
278	512
16	817
74	928
129	216
402	65
259	744
512	659
271	11
840	38
67	641
644	40
32	392
721	579
84	874
33	0
0	55
81	258
70	616
47	558
64	772
602	102
384	26
24	168
663	39
641	197
36	0
113	740
30	512
285	714
210	264
329	498
18	276
332	440
536	16
515	53
162	66
72	261
258	296
290	776
160	16
20	476
865	1
5	102
993	602
560	690
452	67
32	618
257	428
273	33
383	34
264	964
45	32
73	257
165	70
116	40
274	804
45	64
20	152
307	81
429	536
